trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1412,False,"{'a': 0.001, 'e': 0.24389926190124483}",25,6,14.614007020119452,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
1413,False,"{'a': 0.001, 'e': 0.24365548454833486}",35,22,21.498087999450014,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'a': 0.001, 'e': 0.24341195085092968}",20,3,-39.70487849933135,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 0}",1
1415,False,"{'a': 0.001, 'e': 0.24316866056549566}",25,8,22.474690287123355,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'a': 0.001, 'e': 0.24292561344874244}",30,17,21.761075236449816,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'a': 0.001, 'e': 0.24268280925762298}",20,2,28.657956465232296,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'a': 0.001, 'e': 0.24244024774933293}",30,18,-27.277398659100605,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
1419,False,"{'a': 0.001, 'e': 0.2421979286813109}",20,0,19.70219898137527,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1420,False,"{'a': 0.001, 'e': 0.24195585181123766}",25,0,31.33285893335324,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1421,False,"{'a': 0.001, 'e': 0.24171401689703645}",30,13,8.245492972215285,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1422,False,"{'a': 0.001, 'e': 0.24147242369687225}",20,9,-14.483835347455054,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
1423,False,"{'a': 0.001, 'e': 0.24123107196915192}",25,18,13.094814834320145,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'a': 0.001, 'e': 0.24098996147252358}",20,0,28.553622084438928,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1425,False,"{'a': 0.001, 'e': 0.24074909196587688}",20,0,28.479532590601472,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1426,False,"{'a': 0.001, 'e': 0.24050846320834213}",25,12,3.7163445051207997,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1427,False,"{'a': 0.001, 'e': 0.2402680749592907}",20,0,-23.293911872724397,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1428,False,"{'a': 0.001, 'e': 0.2400279269783342}",20,12,14.324988234260008,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.001, 'e': 0.2397880190253247}",25,10,13.59767134565436,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1430,False,"{'a': 0.001, 'e': 0.2395483508603542}",20,0,-27.82124910508587,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1431,False,"{'a': 0.001, 'e': 0.23930892224375455}",20,4,12.477725318999038,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'a': 0.001, 'e': 0.23906973293609704}",20,6,-15.325714434929678,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
1433,False,"{'a': 0.001, 'e': 0.23883078269819244}",25,0,-68.63806508960332,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
1434,False,"{'a': 0.001, 'e': 0.2385920712910904}",30,7,4.800907118495124,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
1435,False,"{'a': 0.001, 'e': 0.23835359847607956}",25,0,-0.5936789744769653,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
1436,False,"{'a': 0.001, 'e': 0.23811536401468703}",20,0,-37.584995331928866,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
1437,False,"{'a': 0.001, 'e': 0.2378773676686784}",25,15,6.6793505503586,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1438,False,"{'a': 0.001, 'e': 0.2376396092000572}",20,0,-13.045450750478857,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1439,False,"{'a': 0.001, 'e': 0.23740208837106508}",25,20,9.436538340205743,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1440,False,"{'a': 0.001, 'e': 0.23716480494418105}",25,17,13.639716532499637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1441,False,"{'a': 0.001, 'e': 0.23692775868212176}",25,3,23.45888748121726,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1442,False,"{'a': 0.001, 'e': 0.23669094934784088}",25,5,11.796792360591448,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1443,False,"{'a': 0.001, 'e': 0.2364543767045291}",20,0,21.791712012718833,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1444,False,"{'a': 0.001, 'e': 0.23621804051561368}",30,0,-2.3943270005774853,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
1445,False,"{'a': 0.001, 'e': 0.23598194054475852}",20,12,16.009270709132082,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1446,False,"{'a': 0.001, 'e': 0.23574607655586352}",20,3,-13.258987390196031,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1447,False,"{'a': 0.001, 'e': 0.23551044831306475}",20,12,14.768733088732711,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1448,False,"{'a': 0.001, 'e': 0.2352750555807339}",25,15,-20.05472082192039,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1449,False,"{'a': 0.001, 'e': 0.23503989812347828}",30,13,-68.79184874144423,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
1450,False,"{'a': 0.001, 'e': 0.2348049757061403}",25,17,15.250993215972507,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1451,False,"{'a': 0.001, 'e': 0.23457028809379765}",20,6,24.78165651571336,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1452,False,"{'a': 0.001, 'e': 0.23433583505176261}",25,0,-38.80341855566101,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
1453,False,"{'a': 0.001, 'e': 0.2341016163455822}",25,11,21.95537428307421,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1454,False,"{'a': 0.001, 'e': 0.23386763174103756}",20,10,-5.98049404002716,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1455,False,"{'a': 0.001, 'e': 0.23363388100414423}",20,6,2.3551368995690645,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1456,False,"{'a': 0.001, 'e': 0.23340036390115132}",25,14,9.020170358797024,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1457,False,"{'a': 0.001, 'e': 0.2331670801985418}",30,13,11.04235731701422,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1458,False,"{'a': 0.001, 'e': 0.23293402966303187}",25,14,14.071359565461975,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1459,False,"{'a': 0.001, 'e': 0.23270121206157107}",25,9,-23.12076633458194,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
1460,False,"{'a': 0.001, 'e': 0.23246862716134165}",20,0,-6.719422488448186,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
1461,False,"{'a': 0.001, 'e': 0.23223627472975883}",20,14,-3.2115764738610424,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1462,False,"{'a': 0.001, 'e': 0.23200415453447004}",35,17,8.058197999467101,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1463,False,"{'a': 0.001, 'e': 0.23177226634335515}",20,1,-21.076458652741312,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
1464,False,"{'a': 0.001, 'e': 0.2315406099245259}",30,13,-2.0792785987543243,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
1465,False,"{'a': 0.001, 'e': 0.23130918504632592}",25,9,7.067053037193402,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1466,False,"{'a': 0.001, 'e': 0.23107799147733019}",25,13,12.364399908322596,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1467,False,"{'a': 0.001, 'e': 0.23084702898634524}",20,12,0.024998352062997498,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1468,False,"{'a': 0.001, 'e': 0.2306162973424085}",20,9,3.503632741434169,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1469,False,"{'a': 0.001, 'e': 0.23038579631478834}",30,0,24.021084722129043,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
1470,False,"{'a': 0.001, 'e': 0.23015552567298364}",30,0,22.67193762130001,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
1471,False,"{'a': 0.001, 'e': 0.22992548518672384}",35,17,-44.23011547990725,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
1472,False,"{'a': 0.001, 'e': 0.22969567462596835}",20,0,22.492091961008892,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1473,False,"{'a': 0.001, 'e': 0.22946609376090668}",20,3,-22.002865921052027,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
1474,False,"{'a': 0.001, 'e': 0.22923674236195785}",20,15,9.849242058889653,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1475,False,"{'a': 0.001, 'e': 0.2290076201997705}",30,9,-15.686739417788363,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
1476,False,"{'a': 0.001, 'e': 0.22877872704522242}",25,0,24.508965953213345,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1477,False,"{'a': 0.001, 'e': 0.2285500626694205}",35,22,15.049770956425503,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1478,False,"{'a': 0.001, 'e': 0.22832162684370022}",25,16,-3.190742365979302,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1479,False,"{'a': 0.001, 'e': 0.22809341933962587}",30,16,0.4085423716082863,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
1480,False,"{'a': 0.001, 'e': 0.22786543992898983}",20,5,9.604711193283697,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1481,False,"{'a': 0.001, 'e': 0.22763768838381274}",30,16,-36.011606129873805,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
1482,False,"{'a': 0.001, 'e': 0.22741016447634296}",30,10,-46.42708637876447,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
1483,False,"{'a': 0.001, 'e': 0.22718286797905665}",20,14,12.146829618094499,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1484,False,"{'a': 0.001, 'e': 0.22695579866465723}",25,13,11.095362908827363,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1485,False,"{'a': 0.001, 'e': 0.22672895630607542}",30,9,20.996244403550932,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1486,False,"{'a': 0.001, 'e': 0.22650234067646874}",25,4,14.038738828087446,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
1487,False,"{'a': 0.001, 'e': 0.2262759515492217}",30,21,8.747841262108642,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1488,False,"{'a': 0.001, 'e': 0.22604978869794498}",20,0,-12.528051523416462,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
1489,False,"{'a': 0.001, 'e': 0.22582385189647586}",20,16,6.676686098423643,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1490,False,"{'a': 0.001, 'e': 0.22559814091887742}",20,0,19.125972968166426,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1491,False,"{'a': 0.001, 'e': 0.22537265553943872}",25,17,-0.5557493108098241,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1492,False,"{'a': 0.001, 'e': 0.22514739553267432}",25,15,10.101585024444615,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1493,False,"{'a': 0.001, 'e': 0.22492236067332425}",30,10,-7.188299296375453,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1494,False,"{'a': 0.001, 'e': 0.22469755073635353}",20,8,22.022672868013984,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1495,False,"{'a': 0.001, 'e': 0.22447296549695234}",30,0,-8.28309986305388,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 1}",0
1496,False,"{'a': 0.001, 'e': 0.22424860473053532}",25,17,15.456777768714279,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1497,False,"{'a': 0.001, 'e': 0.22402446821274175}",20,0,-14.48285395754411,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1498,False,"{'a': 0.001, 'e': 0.223800555719435}",20,6,14.254162391512606,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1499,False,"{'a': 0.001, 'e': 0.22357686702670268}",25,11,26.31081209356002,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1500,False,"{'a': 0.001, 'e': 0.22335340191085598}",35,15,25.903656517009242,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1501,False,"{'a': 0.001, 'e': 0.22313016014842982}",30,12,-31.765157737465522,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
1502,False,"{'a': 0.001, 'e': 0.22290714151618238}",20,6,-0.26403730813032533,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1503,False,"{'a': 0.001, 'e': 0.22268434579109508}",20,0,-13.546825901326786,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1504,False,"{'a': 0.001, 'e': 0.22246177275037207}",25,0,-97.24706252453807,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
1505,False,"{'a': 0.001, 'e': 0.2222394221714404}",20,12,-8.560533035744438,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1506,False,"{'a': 0.001, 'e': 0.22201729383194937}",20,0,28.213010241466865,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1507,False,"{'a': 0.001, 'e': 0.22179538750977074}",25,13,-23.805369370396825,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1508,False,"{'a': 0.001, 'e': 0.22157370298299803}",20,6,22.274786003559306,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1509,False,"{'a': 0.001, 'e': 0.22135224002994683}",25,14,-7.516343861633295,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
1510,False,"{'a': 0.001, 'e': 0.22113099842915407}",30,11,11.74953177012047,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1511,False,"{'a': 0.001, 'e': 0.2209099779593782}",30,12,-19.68619660479667,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
1512,False,"{'a': 0.001, 'e': 0.22068917839959865}",20,2,15.147824693108253,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1513,False,"{'a': 0.001, 'e': 0.22046859952901593}",30,0,22.2525362554059,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
1514,False,"{'a': 0.001, 'e': 0.22024824112705108}",25,10,26.35046345088262,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1515,False,"{'a': 0.001, 'e': 0.22002810297334574}",25,12,26.87872987406493,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1516,False,"{'a': 0.001, 'e': 0.21980818484776168}",30,19,19.41414328628934,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1517,False,"{'a': 0.001, 'e': 0.21958848653038082}",20,11,16.326654196122444,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1518,False,"{'a': 0.001, 'e': 0.21936900780150476}",20,8,23.452996322562,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1519,False,"{'a': 0.001, 'e': 0.2191497484416548}",20,10,20.2481504859561,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1520,False,"{'a': 0.001, 'e': 0.2189307082315715}",25,11,-0.6910729428953126,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
1521,False,"{'a': 0.001, 'e': 0.21871188695221475}",20,0,7.486151110381988,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1522,False,"{'a': 0.001, 'e': 0.21849328438476312}",30,20,9.771599744372123,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1523,False,"{'a': 0.001, 'e': 0.21827490031061414}",20,12,-6.201029705387107,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1524,False,"{'a': 0.001, 'e': 0.2180567345113836}",30,17,-7.461073040915524,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
1525,False,"{'a': 0.001, 'e': 0.21783878676890578}",30,7,25.472110135963845,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1526,False,"{'a': 0.001, 'e': 0.21762105686523284}",20,10,6.169879336841111,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1527,False,"{'a': 0.001, 'e': 0.21740354458263497}",25,5,-10.960170563109333,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1528,False,"{'a': 0.001, 'e': 0.21718624970359973}",20,8,10.189649463134494,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1529,False,"{'a': 0.001, 'e': 0.21696917201083235}",20,0,2.522312206281015,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1530,False,"{'a': 0.001, 'e': 0.216752311287255}",20,0,33.463320839110615,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1531,False,"{'a': 0.001, 'e': 0.21653566731600707}",20,3,-24.713218369961183,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1532,False,"{'a': 0.001, 'e': 0.21631923988044444}",25,11,-1.401135291768166,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
1533,False,"{'a': 0.001, 'e': 0.21610302876413975}",25,13,14.427462356150855,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1534,False,"{'a': 0.001, 'e': 0.2158870337508818}",20,12,6.9881059156051135,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1535,False,"{'a': 0.001, 'e': 0.21567125462467565}",20,9,21.435008108851093,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1536,False,"{'a': 0.001, 'e': 0.21545569116974203}",20,0,29.952533892107454,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1537,False,"{'a': 0.001, 'e': 0.21524034317051757}",25,2,30.41642160868024,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1538,False,"{'a': 0.001, 'e': 0.21502521041165426}",30,17,20.75039381501006,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1539,False,"{'a': 0.001, 'e': 0.2148102926780192}",20,13,2.1855980556407717,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1540,False,"{'a': 0.001, 'e': 0.21459558975469478}",30,11,-43.941166137186734,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
1541,False,"{'a': 0.001, 'e': 0.21438110142697794}",20,11,-25.264325381264285,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1542,False,"{'a': 0.001, 'e': 0.21416682748038046}",25,17,12.551233271816251,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1543,False,"{'a': 0.001, 'e': 0.21395276770062824}",20,6,-25.700542572300698,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1544,False,"{'a': 0.001, 'e': 0.2137389218736616}",25,12,3.092007380510105,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1545,False,"{'a': 0.001, 'e': 0.2135252897856346}",25,18,10.11758444384606,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1546,False,"{'a': 0.001, 'e': 0.21331187122291523}",20,10,-4.314324635969555,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1547,False,"{'a': 0.001, 'e': 0.21309866597208482}",20,12,-4.896379711857885,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1548,False,"{'a': 0.001, 'e': 0.21288567381993817}",20,8,11.211639797901098,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1549,False,"{'a': 0.001, 'e': 0.21267289455348304}",20,12,15.301291570167532,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1550,False,"{'a': 0.001, 'e': 0.21246032795994024}",25,13,-10.374329567408418,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
1551,False,"{'a': 0.001, 'e': 0.21224797382674304}",20,13,0.2554114318695364,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1552,False,"{'a': 0.001, 'e': 0.2120358319415374}",30,5,-10.8145800229807,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",1
1553,False,"{'a': 0.001, 'e': 0.21182390209218135}",30,8,-3.5267313818341313,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
1554,False,"{'a': 0.001, 'e': 0.2116121840667451}",25,7,1.6172241096421895,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
1555,False,"{'a': 0.001, 'e': 0.21140067765351048}",30,18,20.259471990208283,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1556,False,"{'a': 0.001, 'e': 0.21118938264097117}",25,15,16.170124190151192,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1557,False,"{'a': 0.001, 'e': 0.21097829881783206}",25,13,-27.254179583322074,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
1558,False,"{'a': 0.001, 'e': 0.2107674259730094}",20,8,23.249264543953608,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1559,False,"{'a': 0.001, 'e': 0.21055676389563024}",20,2,32.558631330566755,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1560,False,"{'a': 0.001, 'e': 0.21034631237503254}",35,15,-7.8267986200666115,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1561,False,"{'a': 0.001, 'e': 0.21013607120076472}",25,17,14.84434985598972,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1562,False,"{'a': 0.001, 'e': 0.20992604016258565}",30,0,-53.80831375167468,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 2}",0
1563,False,"{'a': 0.001, 'e': 0.2097162190504642}",35,21,3.226100399399351,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1564,False,"{'a': 0.001, 'e': 0.20950660765457932}",20,8,-27.010005055207408,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
1565,False,"{'a': 0.001, 'e': 0.20929720576531952}",25,17,15.760830750874707,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1566,False,"{'a': 0.001, 'e': 0.20908801317328293}",25,3,-0.8846819659240357,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
1567,False,"{'a': 0.001, 'e': 0.20887902966927693}",25,17,5.120473255098244,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1568,False,"{'a': 0.001, 'e': 0.20867025504431805}",25,17,-26.243724838613932,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1569,False,"{'a': 0.001, 'e': 0.20846168908963153}",20,11,17.69955407202509,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1570,False,"{'a': 0.001, 'e': 0.20825333159665155}",20,9,-52.914627273977295,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
1571,False,"{'a': 0.001, 'e': 0.20804518235702046}",25,7,-13.222932278321212,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1572,False,"{'a': 0.001, 'e': 0.20783724116258911}",25,9,28.509392730392417,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1573,False,"{'a': 0.001, 'e': 0.2076295078054162}",20,6,26.225619153853778,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1574,False,"{'a': 0.001, 'e': 0.20742198207776844}",20,5,9.852231074731584,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1575,False,"{'a': 0.001, 'e': 0.20721466377212}",30,14,-59.80030317385165,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
1576,False,"{'a': 0.001, 'e': 0.20700755268115265}",20,5,7.387621561582351,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
1577,False,"{'a': 0.001, 'e': 0.20680064859775515}",25,0,-99.42160821444878,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
1578,False,"{'a': 0.001, 'e': 0.20659395131502356}",25,9,17.845392482319227,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1579,False,"{'a': 0.001, 'e': 0.20638746062626045}",20,8,8.283000038600237,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1580,False,"{'a': 0.001, 'e': 0.20618117632497523}",25,4,25.81984489782489,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
1581,False,"{'a': 0.001, 'e': 0.20597509820488344}",25,14,20.52880726415181,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1582,False,"{'a': 0.001, 'e': 0.20576922605990708}",20,11,-18.884064902378405,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
1583,False,"{'a': 0.001, 'e': 0.2055635596841739}",25,18,9.219476309317281,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1584,False,"{'a': 0.001, 'e': 0.20535809887201756}",30,7,8.34808704867075,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
1585,False,"{'a': 0.001, 'e': 0.20515284341797715}",25,20,7.9772063819647325,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1586,False,"{'a': 0.001, 'e': 0.2049477931167973}",20,5,1.398804774034366,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
1587,False,"{'a': 0.001, 'e': 0.20474294776342764}",25,17,11.784509646106159,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1588,False,"{'a': 0.001, 'e': 0.2045383071530228}",30,18,-31.10244919958804,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1589,False,"{'a': 0.001, 'e': 0.20433387108094214}",30,7,-32.484718712143355,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
1590,False,"{'a': 0.001, 'e': 0.20412963934274964}",35,18,9.03014237302073,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1591,False,"{'a': 0.001, 'e': 0.20392561173421342}",30,17,10.106132008318045,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1592,False,"{'a': 0.001, 'e': 0.203721788051306}",20,11,0.9059951205204149,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1593,False,"{'a': 0.001, 'e': 0.20351816809020354}",20,0,20.1582036113771,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
